year	site	gap	tag	burn_yr	sv0708	sv0807	sago06	sago05	sago04	sago03	sago02	sago01	ht08	ht07	ht06	ht05	ht04	ht03	ht02	ht01	rep0708	rep0807	rep806	rep05	rep04	rep03	rep02	rep01	stm08	stm07	stm06	stm05	stm04	stm03	stm02	stm01	sv0709	sv0708	sv0807	sago06	sago05	sago04	sago03	sago02	ht09	ht08	ht07	ht06	ht05	ht04	ht03	ht02	rep09	rep0708	rep0807	rep806	rep05	rep04	rep03	rep02
2002	103	5152	582	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	28	26	3	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	28	26	3	NA	NA	NA	NA	NA	1	1	0
2002	103	5152	583	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	23	23	16	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	23	23	16	NA	NA	NA	NA	NA	1	1	0
2002	103	5152	584	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	28	33	7	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	28	33	7	NA	NA	NA	NA	NA	1	1	0
2002	103	5152	585	2001	9	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0
2002	103	5152	586	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	30	17	3	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	30	17	3	NA	NA	NA	NA	NA	1	1	0
2002	103	5152	587	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	34	18	2	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	34	18	2	NA	NA	NA	NA	NA	1	1	0
2002	103	5152	588	2001	9	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0
2002	103	5152	589	2001	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	23	3	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	23	3	NA	NA	NA	NA	NA	NA	1	0
2002	103	5152	590	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	39	26	4	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	39	26	4	NA	NA	NA	NA	NA	1	1	0
2002	103	5152	591	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	39	24	2	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	39	24	2	NA	NA	NA	NA	NA	1	1	0
2002	103	5152	592	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	33	16	2	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	33	16	2	NA	NA	NA	NA	NA	1	1	0
2002	103	5152	593	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	25	10	2	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	25	10	2	NA	NA	NA	NA	NA	1	0	0
2002	103	5152	594	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	32	32	4	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	32	32	4	NA	NA	NA	NA	NA	1	1	0
2002	103	5152	595	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	29	27	2	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	29	27	2	NA	NA	NA	NA	NA	1	1	0
2002	103	5152	596	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	25	50	21	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	25	50	21	NA	NA	NA	NA	NA	1	1	1
2002	103	5152	597	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	38	33	10	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	38	33	10	NA	NA	NA	NA	NA	1	1	0
2002	103	5152	598	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	12	25	3	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	12	25	3	NA	NA	NA	NA	NA	1	1	0
2002	103	5152	599	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	37	26	2	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	37	26	2	NA	NA	NA	NA	NA	1	1	0
2002	103	5152	600	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	18	18	3	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	18	18	3	NA	NA	NA	NA	NA	0	1	0
2002	103	5134	601	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	16	14	6	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	16	14	6	NA	NA	NA	NA	NA	0	0	0
2002	103	5134	602	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	31	17	10	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	31	17	10	NA	NA	NA	NA	NA	1	1	0
2002	103	5147	603	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	43	57	25	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	43	57	25	NA	NA	NA	NA	NA	1	1	1
2002	103	5161	604	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	47	26	7	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	47	26	7	NA	NA	NA	NA	NA	1	1	0
2002	103	5169	605	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	35	28	6	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	35	28	6	NA	NA	NA	NA	NA	1	1	0
2002	103	5169	606	2001	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	32	9	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	32	9	NA	NA	NA	NA	NA	NA	1	0
2002	103	5176	607	2001	9	0	1	1	1	1	5	NA	NA	NA	51.4	33.6	32	46	17	NA	NA	NA	1	1	1	1	0	NA	NA	NA	2	2	NA	NA	NA	NA	9	9	0	1	1	1	1	5	NA	NA	NA	51.4	33.6	32	46	17	NA	NA	NA	1	1	1	1	0
2002	103	5176	608	2001	9	9	0	1	1	1	5	NA	NA	NA	NA	10.5	40	44	13	NA	NA	NA	NA	0	0	1	0	NA	NA	NA	NA	3	NA	NA	NA	NA	9	9	9	0	1	1	1	5	NA	NA	NA	NA	10.5	40	44	13	NA	NA	NA	NA	0	0	1	0
2002	103	5176	609	2001	2	1	1	1	1	1	5	NA	NA	47.4	27.9	15.8	26	37	9	NA	NA	1	1	0	1	1	0	NA	NA	2	3	3	NA	NA	NA	NA	2	2	1	1	1	1	1	5	NA	NA	47.4	27.9	15.8	26	37	9	NA	NA	1	1	0	1	1	0
2002	103	5176	610	2001	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	29	10	6	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	29	10	6	NA	NA	NA	NA	NA	1	0	0
2002	103	5176	611	2001	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	0	0
2002	103	5176	612	2001	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	44	13	3	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	44	13	3	NA	NA	NA	NA	NA	1	0	0
2002	103	5176	613	2001	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	53	15	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	53	15	NA	NA	NA	NA	NA	NA	1	0
2002	103	5176	614	2001	9	0	1	1	1	1	5	NA	NA	NA	17.8	NA	51	28	11	NA	NA	NA	0	NA	1	0	0	NA	NA	NA	5	NA	NA	NA	NA	NA	9	9	0	1	1	1	1	5	NA	NA	NA	17.8	NA	51	28	11	NA	NA	NA	0	NA	1	0	0
2002	103	5169	615	2001	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	19	5	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	19	5	NA	NA	NA	NA	NA	NA	1	0
2002	103	5169	616	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	32	24	3	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	32	24	3	NA	NA	NA	NA	NA	1	1	0
2002	103	5169	617	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	28	12	5	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	28	12	5	NA	NA	NA	NA	NA	1	0	0
2002	103	5176	618	2001	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	33	19	4	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	33	19	4	NA	NA	NA	NA	NA	1	0	0
2002	103	5176	619	2001	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	44	33	4	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	44	33	4	NA	NA	NA	NA	NA	1	1	0
2002	103	5176	620	2001	2	1	1	1	1	1	5	NA	NA	53.1	46.5	40.6	45	38	7	NA	NA	1	1	1	1	1	0	NA	NA	2	5	2	NA	NA	NA	NA	2	2	1	1	1	1	1	5	NA	NA	53.1	46.5	40.6	45	38	7	NA	NA	1	1	1	1	1	0
2002	103	5176	621	2001	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	45	26	3	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	45	26	3	NA	NA	NA	NA	NA	1	1	0
2002	103	5176	622	2001	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	55	34	3	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	55	34	3	NA	NA	NA	NA	NA	1	1	0
2002	103	5176	623	2001	2	1	1	1	1	1	5	NA	NA	24.2	20.4	8.5	NA	34	13	NA	NA	1	0	0	NA	1	0	NA	NA	1	2	2	NA	NA	NA	NA	2	2	1	1	1	1	1	5	NA	NA	24.2	20.4	8.5	NA	34	13	NA	NA	1	0	0	NA	1	0
2002	103	5176	624	2001	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	31	31	11	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	31	31	11	NA	NA	NA	NA	NA	1	1	0
2002	103	5176	625	2001	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	29	6	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	29	6	NA	NA	NA	NA	NA	NA	1	0
2002	103	5176	626	2001	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	44	5	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	44	5	NA	NA	NA	NA	NA	NA	1	0
2002	103	5176	627	2001	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	36	5	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	36	5	NA	NA	NA	NA	NA	NA	1	0
2002	103	5168	628	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	26	24	5	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	26	24	5	NA	NA	NA	NA	NA	0	1	0
2002	103	5168	629	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	41	19	4	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	41	19	4	NA	NA	NA	NA	NA	1	0	0
2002	103	5168	630	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	26	21	3	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	26	21	3	NA	NA	NA	NA	NA	1	1	0
2002	103	5168	631	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	6	7	2	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	6	7	2	NA	NA	NA	NA	NA	0	0	0
2002	103	5168	632	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	51	42	24	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	51	42	24	NA	NA	NA	NA	NA	1	1	1
2002	103	5168	633	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	37	27	15	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	37	27	15	NA	NA	NA	NA	NA	1	1	0
2002	103	5169	634	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	20	8	2	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	20	8	2	NA	NA	NA	NA	NA	0	0	0
2002	103	5169	635	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	20	11	4	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	20	11	4	NA	NA	NA	NA	NA	0	0	0
2002	103	5169	636	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	52	44	20	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	52	44	20	NA	NA	NA	NA	NA	1	1	0
2002	103	5169	637	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	40	16	3	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	40	16	3	NA	NA	NA	NA	NA	1	1	0
2002	103	5169	638	2001	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	26	7	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	26	7	NA	NA	NA	NA	NA	NA	1	0
2002	103	5169	639	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	44	11	4	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	44	11	4	NA	NA	NA	NA	NA	1	0	0
2002	103	5169	640	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	16	4	2	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	16	4	2	NA	NA	NA	NA	NA	0	0	0
2002	103	5169	641	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	44	26	3	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	44	26	3	NA	NA	NA	NA	NA	1	1	0
2002	103	5169	642	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	36	24	4	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	36	24	4	NA	NA	NA	NA	NA	1	1	0
2002	103	5169	643	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	36	NA	1	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	36	NA	1	NA	NA	NA	NA	NA	1	NA	0
2002	103	5169	643	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	13	6	4	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	13	6	4	NA	NA	NA	NA	NA	0	0	0
2002	103	5169	643	2001	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	0	0
2002	103	5169	644	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	37	27	4	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	37	27	4	NA	NA	NA	NA	NA	1	1	0
2002	103	5169	645	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	41	24	5	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	41	24	5	NA	NA	NA	NA	NA	1	1	0
2002	103	5248	646	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	34	25	2	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	34	25	2	NA	NA	NA	NA	NA	1	1	0
2002	103	5247	647	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	55	46	3	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	55	46	3	NA	NA	NA	NA	NA	1	1	0
2002	103	5247	648	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	42	36	11	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	42	36	11	NA	NA	NA	NA	NA	1	1	0
2002	103	5161	649	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	41	22	6	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	41	22	6	NA	NA	NA	NA	NA	1	1	0
2002	103	5156	650	2001	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	26	1	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	26	1	NA	NA	NA	NA	NA	NA	1	0
2002	103	5156	651	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	38	NA	3	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	38	NA	3	NA	NA	NA	NA	NA	1	NA	0
2002	103	5156	652	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	45	30	7	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	45	30	7	NA	NA	NA	NA	NA	1	1	0
2002	103	5156	653	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	28	30	7	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	28	30	7	NA	NA	NA	NA	NA	1	1	0
2002	103	5156	654	2001	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	17	5	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	17	5	NA	NA	NA	NA	NA	NA	1	0
2002	103	5155	655	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	36	44	21	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	36	44	21	NA	NA	NA	NA	NA	1	1	1
2002	103	5155	656	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	46	47	23	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	46	47	23	NA	NA	NA	NA	NA	1	1	1
2002	103	5155	657	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	47	50	17	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	47	50	17	NA	NA	NA	NA	NA	1	1	1
2002	103	5155	658	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	47	42	11	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	47	42	11	NA	NA	NA	NA	NA	1	1	0
2002	103	5152	659	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	28	27	1	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	28	27	1	NA	NA	NA	NA	NA	1	1	0
2002	103	5152	660	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	10	27	1	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	10	27	1	NA	NA	NA	NA	NA	0	1	0
2002	103	5152	661	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	31	20	3	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	31	20	3	NA	NA	NA	NA	NA	1	1	0
2002	103	5152	662	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	35	40	12	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	35	40	12	NA	NA	NA	NA	NA	1	1	0
2002	103	5149	663	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	33	24	7	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	33	24	7	NA	NA	NA	NA	NA	1	1	0
2002	103	5149	664	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	24	37	7	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	24	37	7	NA	NA	NA	NA	NA	1	1	0
2002	103	5148	665	2001	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	63	32	7	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	5	NA	NA	NA	NA	NA	63	32	7	NA	NA	NA	NA	NA	1	1	0
2002	103	5203	666	2001	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	58	17	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	58	17	NA	NA	NA	NA	NA	NA	1	0
2002	103	5197	667	2001	9	9	0	1	1	1	5	NA	NA	NA	NA	46.5	33	35	8	NA	NA	NA	NA	1	1	1	0	NA	NA	NA	NA	2	NA	NA	NA	NA	9	9	9	0	1	1	1	5	NA	NA	NA	NA	46.5	33	35	8	NA	NA	NA	NA	1	1	1	0
