year	site	gap	tag	burn_yr	sv0708	sv0807	sago06	sago05	sago04	sago03	sago02	sago01	ht08	ht07	ht06	ht05	ht04	ht03	ht02	ht01	rep0708	rep0807	rep806	rep05	rep04	rep03	rep02	rep01	stm08	stm07	stm06	stm05	stm04	stm03	stm02	stm01	sv0709	sv0708	sv0807	sago06	sago05	sago04	sago03	sago02	ht09	ht08	ht07	ht06	ht05	ht04	ht03	ht02	rep09	rep0708	rep0807	rep806	rep05	rep04	rep03	rep02
2003	103	5197	1568	2001	9	9	0	1	1	5	NA	NA	NA	NA	NA	33.2	19	5	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	33.2	19	5	NA	NA	NA	NA	NA	1	1	0	NA
2003	103	5197	1569	2001	9	9	0	1	1	5	NA	NA	NA	NA	NA	39.7	6	2	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	39.7	6	2	NA	NA	NA	NA	NA	1	0	0	NA
2003	103	5197	1570	2001	9	9	0	1	1	5	NA	NA	NA	NA	NA	25	7	1	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	25	7	1	NA	NA	NA	NA	NA	1	0	0	NA
2003	103	5197	1571	2001	9	9	0	1	1	5	NA	NA	NA	NA	NA	64.3	26	4	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	64.3	26	4	NA	NA	NA	NA	NA	1	1	0	NA
2003	103	5197	1572	2001	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	3	2	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	3	2	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5197	1573	2001	9	9	0	1	1	5	NA	NA	NA	NA	NA	26.1	11	2	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	26.1	11	2	NA	NA	NA	NA	NA	1	0	0	NA
2003	103	5197	1574	2001	9	9	0	1	1	5	NA	NA	NA	NA	NA	41.6	12	2	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	41.6	12	2	NA	NA	NA	NA	NA	1	0	0	NA
2003	103	5197	1575	2001	9	9	0	1	1	5	NA	NA	NA	NA	NA	38.7	5	2	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	38.7	5	2	NA	NA	NA	NA	NA	1	0	0	NA
2003	103	5197	1576	2001	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0	NA
2003	103	5197	1577	2001	9	9	0	1	1	5	NA	NA	NA	NA	NA	41.5	16	4	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	41.5	16	4	NA	NA	NA	NA	NA	1	0	0	NA
2003	103	5197	1578	2001	9	9	0	1	1	3	NA	NA	NA	NA	NA	50.5	31	28	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	9	9	9	0	1	1	3	NA	NA	NA	NA	NA	50.5	31	28	NA	NA	NA	NA	NA	1	1	1	NA
2003	103	5197	1579	2001	2	1	1	1	1	3	NA	NA	NA	52.2	35.1	40.6	30	18	NA	NA	NA	1	1	1	1	1	NA	NA	NA	2	3	3	NA	NA	NA	NA	2	2	1	1	1	1	3	NA	NA	NA	52.2	35.1	40.6	30	18	NA	NA	NA	1	1	1	1	1	NA
2003	103	5197	1580	2001	9	9	0	1	1	3	NA	NA	NA	NA	NA	47.8	32	29	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	9	9	9	0	1	1	3	NA	NA	NA	NA	NA	47.8	32	29	NA	NA	NA	NA	NA	1	1	1	NA
2003	103	5197	1581	2001	9	9	0	1	1	5	NA	NA	NA	NA	NA	50	23	3	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	50	23	3	NA	NA	NA	NA	NA	1	1	0	NA
2003	103	5197	1582	2001	2	1	1	1	1	5	NA	NA	NA	34.6	27.6	31.8	26	7	NA	NA	NA	1	1	1	1	0	NA	NA	NA	1	2	1	NA	NA	NA	NA	2	2	1	1	1	1	5	NA	NA	NA	34.6	27.6	31.8	26	7	NA	NA	NA	1	1	1	1	0	NA
2003	103	5197	1583	2001	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	0	NA
2003	103	5197	1584	2001	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA
2003	103	5197	1585	2001	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0	NA
2003	103	5197	1586	2001	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0	NA
2003	103	5197	1587	2001	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	0	NA
2003	103	5197	1588	2001	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0	NA
2003	103	5197	1589	2001	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	0	NA
2003	103	5197	1590	2001	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0	NA
2003	103	5197	1591	2001	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	19	2	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	19	2	NA	NA	NA	NA	NA	NA	1	0	NA
2003	103	5197	1592	2001	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0	NA
2003	103	5197	1593	2001	2	1	1	1	1	3	NA	NA	NA	37.5	14.6	25.3	29	30	NA	NA	NA	1	1	1	1	1	NA	NA	NA	2	4	2	NA	NA	NA	NA	2	2	1	1	1	1	3	NA	NA	NA	37.5	14.6	25.3	29	30	NA	NA	NA	1	1	1	1	1	NA
2003	103	5197	1594	2001	9	9	0	1	1	5	NA	NA	NA	NA	NA	23.2	9	4	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	23.2	9	4	NA	NA	NA	NA	NA	1	0	0	NA
2003	103	5197	1595	2001	2	1	1	1	1	3	NA	NA	NA	50.1	18.8	29.9	45	40	NA	NA	NA	1	0	1	1	1	NA	NA	NA	2	3	3	NA	NA	NA	NA	2	2	1	1	1	1	3	NA	NA	NA	50.1	18.8	29.9	45	40	NA	NA	NA	1	0	1	1	1	NA
2003	103	5197	1596	2001	9	9	0	1	1	5	NA	NA	NA	NA	NA	29.1	20	5	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	29.1	20	5	NA	NA	NA	NA	NA	1	1	0	NA
2003	103	5197	1597	2001	9	9	0	1	1	5	NA	NA	NA	NA	NA	29.1	3	2	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	29.1	3	2	NA	NA	NA	NA	NA	1	0	0	NA
2003	103	5197	1598	2001	9	9	0	1	1	5	NA	NA	NA	NA	NA	23.2	5	2	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	23.2	5	2	NA	NA	NA	NA	NA	1	0	0	NA
2003	103	5197	1599	2001	9	9	0	1	1	5	NA	NA	NA	NA	NA	18.7	21	7	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	9	9	9	0	1	1	5	NA	NA	NA	NA	NA	18.7	21	7	NA	NA	NA	NA	NA	1	0	0	NA
2003	103	5197	1600	2001	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	10	4	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	0	1	5	NA	NA	NA	NA	NA	NA	10	4	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5188	1601	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	23	13	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	23	13	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5188	1602	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	32	37	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	32	37	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5188	1603	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	31	11	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	31	11	NA	NA	NA	NA	NA	NA	1	0	NA
2003	103	5247	1604	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	45	53	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	45	53	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1605	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	31	19	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	31	19	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1606	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	47	33	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	47	33	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1607	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	43	40	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	43	40	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1608	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	31	19	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	31	19	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1609	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	48	33	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	48	33	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1610	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	34	46	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	34	46	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1611	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	42	32	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	42	32	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1612	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	48	36	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	48	36	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1613	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	24	5	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	24	5	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5247	1614	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	47	40	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	47	40	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1615	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5247	1616	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	51	35	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	51	35	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1617	2001	9	9	9	9	0	3	NA	NA	NA	NA	NA	NA	NA	32	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	3	NA	NA	NA	NA	NA	NA	NA	32	NA	NA	NA	NA	NA	NA	NA	1	NA
2003	103	5247	1618	2001	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	5	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA
2003	103	5247	1619	2001	9	9	9	9	0	3	NA	NA	NA	NA	NA	NA	NA	36	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	3	NA	NA	NA	NA	NA	NA	NA	36	NA	NA	NA	NA	NA	NA	NA	1	NA
2003	103	5247	1620	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	37	38	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	37	38	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1621	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	33	17	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	33	17	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5247	1622	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	34	27	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	34	27	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1623	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	44	43	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	44	43	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1624	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	35	33	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	35	33	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1625	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	43	45	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	43	45	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1626	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	14	2	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	14	2	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5247	1627	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	32	59	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	32	59	NA	NA	NA	NA	NA	NA	0	1	NA
2003	103	5247	1628	2001	9	9	9	9	0	3	NA	NA	NA	NA	NA	NA	NA	33	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	9	9	9	0	3	NA	NA	NA	NA	NA	NA	NA	33	NA	NA	NA	NA	NA	NA	NA	1	NA
2003	103	5247	1629	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	19	1	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	19	1	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5247	1630	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	21	3	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	21	3	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5247	1631	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	30	6	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	30	6	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5247	1632	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	33	32	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	33	32	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1633	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	40	28	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	40	28	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5247	1634	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	29	10	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	29	10	NA	NA	NA	NA	NA	NA	1	0	NA
2003	103	5247	1635	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	24	2	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	24	2	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5248	1636	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	8	3	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	8	3	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5248	1637	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	5	2	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	5	2	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5168	1638	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	44	21	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	44	21	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5168	1639	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	0	NA
2003	103	5168	1640	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	38	26	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	38	26	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5161	1641	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	40	37	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	40	37	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5161	1642	2001	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	44	42	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	NA	NA	NA	NA	NA	NA	44	42	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5161	1643	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	18	2	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	18	2	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5166	1644	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	40	18	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	40	18	NA	NA	NA	NA	NA	NA	1	1	NA
2003	103	5166	1645	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	24	3	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	24	3	NA	NA	NA	NA	NA	NA	1	0	NA
2003	103	5166	1646	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	4	6	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	4	6	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5156	1647	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	10	2	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	10	2	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5156	1648	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	9	2	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	9	2	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5156	1649	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	14	2	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	14	2	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5156	1650	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	3	1	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	3	1	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5156	1651	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	12	2	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	12	2	NA	NA	NA	NA	NA	NA	0	0	NA
2003	103	5156	1652	2001	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	10	2	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	1	5	NA	NA	NA	NA	NA	NA	10	2	NA	NA	NA	NA	NA	NA	0	0	NA
